first,last,party,state,ideology_score,region,year,source,likes,shares,views,message,independent_label,sentiment
Markwayne,Mullin,R,OK,0.542,South,2024,X,58,22,9559,"Democrats’ climate hysteria is getting ahead of operational reality. This morning, Biden's Environmental Protection Agency (EPA) announced new regulations that will shutter coal and gas power plants across the country. The consequences of this decision are dire, as these new regulations will cripple our already strained electric grid and send electricity prices skyrocketing across the country for American families and businesses in need. Forcing cost and reliability to take a back seat to emissions considerations is a dangerous approach, and I look forward to joining my Republican colleagues in challenging this decision and fighting for realistic solutions for all Americans.",risk,-1
Marsha,Blackburn,R,TN,0.615,South,2024,X,640,301,118000,"If Biden is re-elected in November, he will try to spend $8B of US Taxpayer dollars hiring 50,000 new climate activists to finish off his war on American energy.",risk,-1
Marsha,Blackburn,R,TN,0.615,South,2022,X,31000,5300,,We should be declaring an economic emergency — not a climate emergency.,risk,-1
Marsha,Blackburn,R,TN,0.615,South,2023,X,11000,4400,320400,Joe Biden's veto tells 152 million Americans that funding climate change and ESG are more important to him than their retirement savings.,risk,-1
Martin,Heinrich,D,NM,-0.283,West,2024,X,,,,Constantly seeking climate action,opportunity,1
Martin,Heinrich,D,NM,-0.283,West,2024,X,632,201,84400,"The largest clean energy project in American history is right here in New Mexico. They said it was impossible–but I pushed it through. Now it's boosting our economy, powering millions of homes, and creating careers New Mexicans can build families around. It's a game changer.",opportunity,1
Martin,Heinrich,D,NM,-0.283,West,2023,X,40,11,2309,"One year ago, we made the largest climate investment in our history. But the Inflation Reduction Act is more than climate action.  It’s hundreds saved each year in energy costs.  It’s 100,000 green jobs.  And it’s lower prescription drug costs for millions of seniors.",opportunity,1
Mazie,Hirono,D,HI,-0.514,West,2023,X,140,24,6643,The effects of climate change are felt across the world and it's all of our responsibility to protect our planet. I've joined my colleagues in reintroducing the Green New Deal to tackle the climate crisis and I'll continue advocating for our planet this #EarthDay & every day.,opportunity,1
Mazie,Hirono,D,HI,-0.514,West,2024,X,57,30,3908,"Project 2025 aims for NOAA to be, “broken up and sized down,"" claiming NOAA is ""one of the main drivers of the climate change alarm industry.” This anti-science, climate-change-denial agenda that backs Trump puts the lives and safety of millions at risk.",opportunity,1
Mazie,Hirono,D,HI,-0.514,West,2017,X,290,175,,"Climate change isn't a religion that you can choose to believe in. The facts and science are irrefutable. But today, we heard from yet another Trump ""science"" nominee who won't even admit that it's real. #ActOnClimate",opportunity,1
Michael,Bennet,D,CO,-0.232,West,2024,X,32,9,3960,Colorado and the West are on the front lines of climate change. That's why I'm grateful for the work of companies like to innovate cutting-edge solutions in Colorado to cut harmful emissions. I was glad to learn more about their critical work last week.,opportunity,1
Michael,Bennet,D,CO,-0.232,West,2024,X,54,13,6900,"Colorado is making progress toward achieving our greenhouse gas pollution reduction goals. It’s great to see our state continue to lead the way, but there is still much more work to do to close the gap. We must continue working together to reduce these harmful emissions.",opportunity,1
Michael,Bennet,D,CO,-0.232,West,2024,X,,,,"This rule from is critical to cut harmful methane pollution, protect clean air, and reduce waste of valuable energy delivering on this key Inflation Reduction Act directive to help protect communities in every corner of our country.resources. I’m glad to see ",opportunity,1
Michael,Bennet,D,CO,-0.232,West,2024,X,49,13,3900,Colorado continues to lead the clean energy transition and our rural communities are central to this effort.,opportunity,1
Mitch,McConnell,R,KY,0.404,South,2024,X,64,37,44300,POTUS deference to climate extremists continues to sell out American consumers and U.S. allies. Greater reliance on dirty energy from Russia or Iran is never in the national interest.,risk,-1
Mitch,McConnell,R,KY,0.404,South,2024,X,158,45,21100,"climate agenda puts activists ahead of American workers: Freezing new export permits, micromanaging home appliances, and now trying to rig the auto market for expensive EVs. Democrats are willing to trade working families’ livelihoods for kudos from their radical base.",risk,-1
Mitch,McConnell,R,KY,0.404,South,2019,X,2300,1000,,One recent estimate says that Democrats’ “Green New Deal” would cost taxpayers $93 trillion. That’s more than the combined GDP of the entire world,risk,-1
Mike,Crapo,R,ID,0.512,West,2024,X,17,4,1428, We must continue to push back on the Biden Administration’s attempts to use any means necessary to push its radical climate agenda.,risk,-1
Mike,Crapo,R,ID,0.512,West,2024,X,20,0,1403,The Biden Administration continues to push its climate agenda at the expense of all who use America’s highways.,risk,-1
Mike,Crapo,R,ID,0.512,West,2024,X,12,1,862,Investment in clean energy innovation must responsibly use taxpayer dollars to promote free market values and principles,opportunity,1
Mike,Lee,R,UT,0.538,West,2024,X,3900,1500,351500,"Is China using a disinformation campaign to make Americans worry about climate change in order to make America more dependent on Chinese technology, batteries, and natural resources?",risk,-1
Mike,Lee,R,UT,0.538,West,2024,X,1500,169,37400,Which of its obvious failures will Secret Service try to blame on climate change?,risk,-1
Mike,Lee,R,UT,0.538,West,2024,X,181,28,13500,Climate-change enthusiasts kill joy. Always.,risk,-1
Patty,Murray,D,WA,-0.352,West,2024,X,247,74,19100,Climate change is an urgent threat and it cannot be ignored. I'm working to make sure we reduce emissions and invest in protecting our planet for future generations every chance we get.,opportunity,1
Patty,Murray,D,WA,-0.352,West,2024,X,401,229,26600,"Climate change is real, it's urgent, and it's up to us to stop it from getting worse. Democrats passed the most meaningful climate action legislation in history, and we're ready to do more. RT if you're with us.",opportunity,1
Patty,Murray,D,WA,-0.352,West,2024,X,67,26,3562,"Climate change is already a threat—we can see that in the severe weather patterns, extreme heat, & so much more. Democrats fought to pass historic action on climate and I will keep fighting to make sure we're building a future that takes urgent action to protect our planet.",opportunity,1
Rand,Paul,R,KY,0.891,South,2024,X,482,99,89500,"Climate exaggerations ignore that life on the planet will continue to get better. Climate change is a real challenge, but it is not the end-of-the-world. We should fix it. Smartly.",risk,-1
Rand,Paul,R,KY,0.891,South,2021,X,599,239,,Nearly half a million dollars to create a climate change video game. This game’s intention? To spread alarmism and irrational fear among school children in a fun and interesting way.,risk,-1
Rand,Paul,R,KY,0.891,South,2020,X,1500,452,,"Despite climate alarmist predictions, humans will likely survive for hundreds of millions of years into the future. In the meantime, we should begin creating atmospheres on suitable moons or planets.",risk,-1
Richard,Blumenthal,D,CT,-0.438,Northeast,2021,X,104,31,,"Climate change is an existential crisis. This #EarthDay I remain committed to addressing its real, immediate threats to our environment, health, & economy. The time is now for bold action to protect our precious planet for generations to come.",opportunity,1
Richard,Blumenthal,D,CT,-0.438,Northeast,2024,X,91,15,6537,"Approval by the Biden-Harris Admin of a major disaster declaration unlocks millions of federal dollars to enable homeowners, businesses, & municipalities to build back—not just replacing what was there but rebuild with resilience. Climate change means a new normal.",opportunity,1
Richard,Blumenthal,D,CT,-0.438,Northeast,2019,X,118,56,,"A clear failure of vision & leadership. Trump’s #DirtyPowerScam is a distorted interpretation of the Clean Power Plan—failing to set real carbon emission standards for power plants & other key polluters. Climate change is not a myth, we must stop dragging our feet & take action.",opportunity,1
Roger,Marshall,R,KS,0.532,Midwest,2024,X,44,20,5708,"In his never ending pursuit to cater to radical climate activists, Joe Biden continues his war on American made energy. If he was actually serious about taking care of the environment, he'd unleash American energy",risk,-1
Roger,Marshall,R,KS,0.532,Midwest,2023,X,189,40,10900,"If Biden thinks he can send his climate demagogues to Kansas & tell us which cars we can drive, he's in for a rude awakening. The Preserving Choice in Vehicles Act will protect consumer choice & free market competition that drives down costs.",risk,-1
Ron,Johnson,R,WI,0.64,Midwest,2024,X,1600,611,29300,Budget witnesses have testified we’ve spent $5-6 trillion combatting climate change. Have we reduced climate change? Where’s the proof? There’s certainly not been a reduction in climate change alarmism.,risk,-1
Ron,Johnson,R,WI,0.64,Midwest,2024,X,102,21,4540,"Democrats are so obsessed with climate alarmism and green energy boondoggles, that they’re clueless their big government regulations are self-inflicted wounds on the American economy.",risk,-1
Ron,Johnson,R,WI,0.64,Midwest,2023,X,3100,1000,99100,Climate change alarmists should stop scaring our children by telling them the world is about to end. It's not. Let's give our kids a break and stop pushing radical left ideas on them.,risk,-1
Ron,Johnson,R,WI,0.64,Midwest,2023,X,7300,1600,187900,"Climate has always changed and always will. No matter how much we spend, we won't be able to significantly change that fact. Better to spend limited resources adapting to and mitigating that reality.",risk,-1
Shelley,Moore Capito,R,WV,0.26,South,2024,X,39,21,2428,Committee uncovered that the Democrats’ partisan Inflation Reduction Act sent millions of dollars to a group that glorifies Hamas violence under the guise of “fighting climate change.”,risk,-1
Shelley,Moore Capito,R,WV,0.26,South,2024,X,363,154,23300,The “Climate Justice Alliance” denies Israel’s right to exist and actively supports genocide against Jewish people. It’s despicable that the Inflation Reduction Act is sending millions to a group that promotes hatred and violence under the guise of “fighting climate change.”,risk,-1
Shelley,Moore Capito,R,WV,0.26,South,2024,X,9,3,1541,It’s clear that the Biden administration has chosen climate activists over the well-being of America.,risk,-1
Steve,Daines,R,MT,0.52,West,2024,X,56,14,3289,Joe Biden and Kamala Harris ’ pursuit of radical environmentalism and a liberal climate change agenda is shutting down our state’s energy and mining and threatening our Montana way of life.,risk,-1
Steve,Daines,R,MT,0.52,West,2023,X,168,61,43400,"Activist judges, even here in MT, are helping far-Left environmentalists push their green hallucination down the throats of Americans. Shutting down energy projects that support an all-of-the-above energy portfolio is setting America on a dangerous path. We must reverse course.",risk,-1
Steve,Daines,R,MT,0.52,West,2023,X,51,21,19300,"Biden will do anything to fulfill his green hallucination, even hurting rural Montana communities.",risk,-1
Tammy,Baldwin,D,WI,-0.556,Midwest,2023,X,81,25,20800,"Communities across Wisconsin are feeling the impacts of climate change — including our hard-working farmers. With our Inflation Reduction Act, we are tackling climate change, expanding economic opportunities, and ensuring our farmers can continue to feed the world!",opportunity,1
Tammy,Baldwin,D,WI,-0.556,Midwest,2024,X,447,166,9110,I am so proud to bring home this investment in Wisconsin because it means: 42% lower energy costs Good-paying union jobs Clean energy & taking on climate change,opportunity,1
Tammy,Baldwin,D,WI,-0.556,Midwest,2023,X,56,8,4827,"Climate change is an immediate & growing threat to our economy & way of life. I'm excited that my bipartisan bill is providing tools for Wisconsin farmers to continue to be part of the solution, while also generating economic growth for rural communities.",opportunity,1
Tammy,Duckworth,D,IL,-0.323,Midwest,2019,X,235,72,,"Climate change is one of the gravest environmental, economic and national security threats of our time. We’re already experiencing its devastating effects across our country",opportunity,1
Tammy,Duckworth,D,IL,-0.323,Midwest,2024,X,233,81,14300,"The climate crisis is the biggest threat our planet has ever faced. Thanks to the Biden-Harris Administration, we enacted the Inflation Reduction Act—which included the biggest climate action in history. Now we're curbing our emissions and clean energy jobs are booming.",opportunity,1
Tammy,Duckworth,D,IL,-0.323,Midwest,2022,X,244,58,,"The climate crisis is also a health crisis. Air pollution can trigger higher rates of asthma, premature births and even cancer. Democrats are working hard to build a clean energy future so everyone can live a fuller, healthier life. #ClimateIsHealth",opportunity,1
Ted,Budd,R,NC,0.639,South,2024,X,78,19,8590,... and a loss for anyone filling up at the gas pump. Biden's war on American energy continues.,risk,-1
Ted,Budd,R,NC,0.639,South,2021,X,159,59,,"Only 6 percent of Biden's ""infrastructure"" proposal helps fix roads and bridges. This is about pushing the Green New Deal, and I will oppose it.",risk,-1
Ted,Budd,R,NC,0.639,South,2024,X,68,8,2674,It's time to get back to an America First energy plan.,risk,-1
Ted,Cruz,R,TX,0.784,South,2022,X,9400,5400,,"Please ignore the science, ignore the data. Climate alarmists have a political ideology to promote, and facts can’t get in the way….",risk,-1
Ted,Cruz,R,TX,0.784,South,2021,X,58000,66000,,"By rejoining the Paris Climate Agreement, President Biden indicates he’s more interested in the views of the citizens of Paris than in the jobs of the citizens of Pittsburgh. This agreement will do little to affect the climate and will harm the livelihoods of Americans.",risk,-1
Ted,Cruz,R,TX,0.784,South,2024,X,500,79,47100,"This is an important win for American energy producers. Led by Texas, US LNG has made America a cornerstone of global energy security while encouraging investment at home. It’s past time for the Biden administration to stop holding American jobs hostage to green climate radicals.",risk,-1
Tim,Kaine,D,VA,-0.247,South,2024,X,133,41,11900,"Climate change is a real threat to Virginia’s economy, national security, and the future of our Commonwealth. I’ve worked to secure funding to clean VA's bays and transition to clean energy, but there's more we need to do.",opportunity,1
Tim,Kaine,D,VA,-0.247,South,2024,X,102,44,9834,"I care about the climate and the future of our Commonwealth—that’s why I worked to pass the Inflation Reduction Act to invest in clean energy jobs of the future, lower energy bills, tackle the climate crisis, and ensure a better future for ourselves and generations to come.",opportunity,1
Tim,Kaine,D,VA,-0.247,South,2024,X,16,3,1318,"Clean energy industries are good for our economy, Virginia's talented workforce, and the environment. That’s why I voted to pass the Inflation Reduction Act and Bipartisan Infrastructure Law, which are bringing projects and hundreds of clean energy jobs to the Commonwealth.",opportunity,1
Tim,Kaine,D,VA,-0.247,South,2024,X,8,1,1736,"We've worked together since I was Governor, helping save blue crabs and oysters. I’ll keep working with the school to address climate change and improve coastal resiliency and biodiversity.",opportunity,1
Adam,Schiff,D,CA,-0.358,West,2024,X,115,43,34000,"Every year, larger and more destructive fires are endangering and displacing Californians. We need to fight climate change, and devote whatever resources are necessary to harden and protect our communities from this devastation.",opportunity,1
Adam,Schiff,D,CA,-0.358,West,2024,X,193,49,12100,"If we don’t tackle climate change head on, our other problems are not going to matter very much at the end of the day. We will all be on fire or under water. That’s why I released a bold and detailed agenda to Protect Our Planet.",opportunity,1
Adam,Schiff,D,CA,-0.358,West,2024,X,396,118,26400,"Today, I’m rolling out my “Protecting Our Planet” agenda. Climate change is the greatest, existential threat of our time — and we must act decisively. Here’s what we need to do.",opportunity,1
Bernie ,Moreno,R,OH,0.538,Midwest,2021,X,14,6,,"If the “coastal” elites who cry climate change 24/7 on how to reduce CO2 emissions want to see how it’s done, come to Ohio. We should continue to incentivize fracking and make it much easier for drilling, especially below federal and state lands.",risk,-1
Bernie ,Moreno,R,OH,0.538,Midwest,2024,X,153,45,6577,"Sherrod Brown's inability to clearly stand behind America's energy workers is a disgrace. He is the lap dog of the climate cult extremists. In the US Senate, I will work tirelessly to unleash American energy and make out nation an energy dominant powerhouse.",risk,-1
Bernie ,Moreno,R,OH,0.538,Midwest,2024,X,260,91,19300,"We can’t tackle wage killing inflation that’s crushing working Americans without energy dominance. Sherrod Brown is a full fledged member of the Green New Deal climate cult. He pretends he cares about advocating for workers. In reality, he sells them out at every opportunity.",risk,-1
Bernie ,Sanders,I,VT,-0.511,Northeast,2024,X,1800,500,115400,"Climate change is an economic, public health, national security, and environmental problem. It is every kind of issue at once. We must transform our energy system away from fossil fuel NOW to save the planet. No excuses.",opportunity,1
Bernie ,Sanders,I,VT,-0.511,Northeast,2024,X,401,105,75500,"For decades, fossil fuel corporations knowingly destroyed our planet for short-term profits. I am proud that Vermont will go further than any other state in forcing the fossil fuel industry to pay for the destruction caused by the crisis of climate change.",opportunity,1
Bernie ,Sanders,I,VT,-0.511,Northeast,2021,X,6400,1000,,"Some of my Republican colleagues still refuse to accept that climate change is real. I refuse to accept that this is the planet we are going to leave our kids and our grandkids. We must take bold action NOW to combat climate change, and that’s exactly what we are going to do.",opportunity,1
Bill,Cassidy,R,LA,0.459,South,2022,https://www.cassidy.senate.gov/newsroom/press-releases/cassidy-on-green-new-deal-nightmare-for-american-families/,,,,"I am proposing a pro-jobs approach to lowering greenhouse gas emissions through increased use and export of cleaner burning American natural gas, which is already lowering global emissions while creating jobs in Louisiana. The United States can show the world that families can have lower utility bills, a cleaner environment and better jobs.",opportunity,1
Bill,Cassidy,R,LA,0.459,South,2022,https://www.cassidy.senate.gov/newsroom/press-releases/cassidy-op-ed-us-needs-new-path-to-lead-on-climate-policy/,,,,e can responsibly address climate change; we just have to think first.,opportunity,-1
Bill,Cassidy,R,LA,0.459,South,2022,https://www.cassidy.senate.gov/newsroom/press-releases/cassidy-op-ed-us-needs-new-path-to-lead-on-climate-policy/,,,,"Reducing emissions, specifically global emissions, is crucial. However, good energy and climate policy must meet at the nexus of the environment, national security, economy, and affordable energy",opportunity,-1
Bill,Hagerty,R,TN,0.683,South,2024,X,38,12,2806,The Biden-Harris Admin has made us dependent on our adversaries for energy due to their green energy fantasies. We need to unleash American energy.,risk,-1
Bill,Hagerty,R,TN,0.683,South,2024,X,7,3,1132,"Through this legislation, we continue to reinforce our commitment to building a cleaner, more resilient energy future for Massachusetts",opportunity,1
Bill,Hagerty,R,TN,0.683,South,2024,X,7,3,1133,"By cutting red tape in the permitting process, guaranteeing stakeholder participation, and investing in innovative technologies, we’re not just meeting our climate goals—we’re positioning our Commonwealth as a leader in the clean energy economy. This legislation will create jobs, drive economic growth, and ensure a sustainable future for generations to come. I want to thank Chair Roy for his hard work on this, Speaker Mariano for his leadership, and all my colleagues for their strong support.",opportunity,1
Bill,Hagerty,R,TN,0.683,South,2022,X,157,73,,"Today, Democrats made defining choices that showed the American people their radicalism has no bounds, choosing green energy fantasies & big government over the needs of American families, workers, & businesses.",risk,-1
Brian ,Schatz,D,HI,-0.443,West,2024,X,114,38,14700,"As we celebrate our beautiful planet on #EarthDay, it’s important we remember what’s at stake. Climate change is the most dangerous threat Earth has ever faced—we’ve made progress thanks to the Inflation Reduction Act and the Infrastructure Law, but there’s still much work to do.",opportunity,1
Brian ,Schatz,D,HI,-0.443,West,2024,X,37,9,1925,"Climate change is the biggest threat our planet has ever faced. It requires big, bold action that is equal to the moment. That’s why we passed the Inflation Reduction Act and the Infrastructure Law, which are continuing to deliver climate solutions that will help save our planet.",opportunity,1
Brian ,Schatz,D,HI,-0.443,West,2023,X,17,6,1923,"I’m joining at #COP28 to talk about our bipartisan FOREST Act, which will help drive down deforestation globally and fight climate change. Tune in:",opportunity,1
Chris,Van Hollen,D,MD,-0.39,Northeast,2024,X,40,11,3329,"As this report shows, every nation must double-down on efforts to fight the climate crisis. Here in the US, we need to pass my Polluters Pay Climate Fund Act to hold polluters accountable & secure more resources for this fight. This is no time to retreat.",opportunity,1
Chris,Van Hollen,D,MD,-0.39,Northeast,2023,X,33,8,3171,The cost of climate change isn't theoretical. We’re already seeing the $$ pile up—from damage caused by extreme weather to the toll pollution takes on our health. That’s why we passed the Inflation Reduction Act & why we must take these threats seriously.,opportunity,1
Chris,Van Hollen,D,MD,-0.39,Northeast,2023,X,34,13,6387,"Fighting climate change and creating clean energy jobs go hand in hand. Thanks to POTUSand our work to pass the Inflation Reduction Act, we're tackling the climate crisis head-on — and growing the economy every step of the way.",opportunity,1
Chuck,Schumer,D,NY,-0.354,Northeast,2024,X,20,6,2733,"Two years ago today, we made history. When the Inflation Reduction Act was signed into law, Democrats delivered the largest action against climate change ever, good-paying jobs and lower healthcare costs.",opportunity,1
Chuck,Schumer,D,NY,-0.354,Northeast,2022,X,34,11,,"The facts are undeniable: Climate change is real and only getting worse. On #EarthDay and every day, we will continue the fight for real action to tackle the climate crisis for good.",opportunity,1
Chuck,Schumer,D,NY,-0.354,Northeast,2024,X,393,173,42300,"Democrats are focused on tackling climate change and lowering energy costs. Project 2025, the Trump Plan, would gut our domestic clean energy investments, empower Big Oil and Gas polluters, and fire thousands and thousands of Americans from good-paying, clean energy jobs.",opportunity,1
Dan,Sullivan,R,AK,0.495,West,2024,X,30,12,2556,President Biden thinks climate change is the existential crisis of our time. I actually think it’s the dictators on the march around the globe. Biden’s LNG permitting freeze is a lose-lose on both counts.,risk,-1
Dan,Sullivan,R,AK,0.495,West,2023,X,44,18,6321,"What’s a higher priority for the U.S. Navy: warfighting & ship building or … climate change? Not exactly a brain-twister for most people, but for President Biden’s nominee to lead policy at the Pentagon—he was just stumped.",risk,-1
Dan,Sullivan,R,AK,0.495,West,2024,X,44,17,5311,"President Biden focused his final address to the UN on climate change, while only mentioning Iran twice. If that’s not indicative of the misguided policy priorities of the Biden-Harris administration, I don’t know what is.",risk,-1
Dave ,McMcormick,R,PA,0.538,Northeast,2024,X,47,20,7458,"The science is clear: climate change is happening, and human activity is one of many contributing factors. That should not be controversial. The key question is what to do about this reality.",opportunity,1
Dave ,McMcormick,R,PA,0.538,Northeast,2024,X,109,29,5707,"Through American innovation, we can make PA and our country energy superpowers while mitigating the risk of climate change. I’m a proud conservationist and will always be a good steward of our environment.",opportunity,1
Dave ,McMcormick,R,PA,0.538,Northeast,2024,X,125,45,6413,Nothing says out of touch like the US Army releasing its climate change strategy before its warfighting strategy. Americans deserve leaders laser focused on their safety at home and abroad — not far-left progressive ideology.,risk,-1
Elissa,Slotkin,D,MI,-0.358,Midwest,2021,X,33,13,,"On Friday, joined me in Mason and at to talk about how we can protect Michigan’s family farms, secure our food supply chains and make sure our farmers are equipped to combat climate change & stay competitive for generations to come.",opportunity,1
Elissa,Slotkin,D,MI,-0.358,Midwest,2018,X,193,102,,One piece that stood out during Sunday's debate: @RepMikeBishop's denial of man-made climate change. I believe we need to treat environmental security the way we treat homeland security. But we can't get serious about these issues if we don't acknowledge the facts at hand.,opportunity,1
Elissa,Slotkin,D,MI,-0.358,Midwest,2019,https://www.legistorm.com/stormfeed/view_rss/1304747/member/3316/title/statement-by-us-rep-elissa-slotkin-on-the-green-new-deal.html,,,,"As someone who helped author the first Pentagon study on the impact that climate change will have on the U.S military, I have long believed we need to bring a strong sense of urgency to the job of addressing this critical issue",opportunity,1
Elizabeth ,Warren,D,MA,-0.747,Northeast,2024,X,399,142,49500,"The time to accelerate towards a clean energy future is now. My BUILD GREEN Act with will modernize our transportation system, create green union jobs, and safeguard against the dangerous effects of climate change. Congress should pass our bill.",opportunity,1
Elizabeth ,Warren,D,MA,-0.747,Northeast,2019,X,14000,2500,,"If we want to live in a world with clean air and water, we have to take real action to combat climate change now. I'm proud to join on a #GreenNewDeal resolution to fight for our planet and our kids’ futures.",opportunity,1
Elizabeth ,Warren,D,MA,-0.747,Northeast,2024,X,267,80,105100,"Climate change is an urgent threat, but it also offers a real opportunity: the chance to rebuild our economy with clean energy & create millions of good, union jobs in the process. is doing just that with this Green Bank — an idea I’ve fought hard for. This is a big win.",opportunity,1
Eric,Schmitt,R,MO,0.97,Midwest,2024,X,38,9,2850,Biden has prioritized a woke climate agenda at the cost of taxpayer dollars & American jobs.,risk,-1
Eric,Schmitt,R,MO,0.97,Midwest,2024,X,27,15,1880,"Divisive DEI policies are hurting military recruitment, and the military's insistence on focusing on ""climate change"" as an existential threat while China increases their shipbuilding capacity is ridiculous.",risk,-1
Eric,Schmitt,R,MO,0.97,Midwest,2024,X,14,6,732,Biden is doubling down on this climate-alarmist agenda that is responsible for shipping jobs overseas and hollowing out the middle class.,risk,-1
Jacky,Rosen,D,NV,-0.248,West,2023,X,29,12,2528,Nevadans know the impact climate change has had on our state – from extreme heat to deadly drought and wildfires. I'm proud to receive ’s Climate Change-Maker award for my leadership in combating the climate crisis and supporting our transition to clean energy.,opportunity,1
Jacky,Rosen,D,NV,-0.248,West,2024,X,18,5,2310,"The climate crisis has very real impacts in Nevada. I was proud to help secure the largest investment in U.S. history to combat climate change and support clean energy, but we can't stop there. We must keep taking action to protect our planet.",opportunity,1
