first,last,party,state,ideology_score,region,year,source,likes,shares,views,message,independent_label,sentiment
Jacky,Rosen,D,NV,-0.248,West,2024,X,25,9,2028,"As Nevada continues to confront the climate crisis, it’s critical we invest in clean energy projects that reduce our emissions and lower costs for families. Proud to have secured nearly $1.8M for Nevada to fund local projects that increase energy efficiency and create jobs.",opportunity,1
Jeanne,Shaheen,D,NH,-0.239,Northeast,2022,X,9,7,,We know climate change poses serious threats to our national security & military readiness. I'm pleased is taking important action to address the existential dangers of the climate crisis by releasing its first-ever climate strategy.,opportunity,1
Jeanne,Shaheen,D,NH,-0.239,Northeast,2023,X,8,6,1334,"Climate change is a major threat to our economy, our environment & future generations. Inaction is not an option. We must build on the progress made last Congress to cut energy costs, reduce emissions & take bold steps to protect our planet.",opportunity,1
Jeanne,Shaheen,D,NH,-0.239,Northeast,2024,X,16,2,1710,"From lakes to mountains to forests, in New Hampshire, we’re lucky to be surrounded by so much natural beauty. On #EarthDay, we renew our commitment to protecting our environment for future generations and working to address the existential threat of climate change.",opportunity,1
Jeff,Merkley,D,OR,-0.358,West,2024,X,64,14,,"Congratulations on becoming Oregon’s 2025 Kid Governor, Rosie! Your focus on climate action is fantastic—it’s so critical that young people like you help us move toward a renewable energy future. Thank you for sharing your vision for our state!",opportunity,1
Jeff,Merkley,D,OR,-0.358,West,2024,X,125,53,17800,"I’ve pushed for a Climate Corps to create jobs while protecting our health, planet, and future—so it’s wonderful to see marking Earth Day this year with major investments in both the American Climate Corps and ’s Solar for All program! We need bold action on climate.",opportunity,1
Jeff,Merkley,D,OR,-0.358,West,2019,X,1800,637,,That call is way wrong. Climate chaos is humanity’s biggest challenge. Either host a climate debate or get out of the way and let other groups do so!,opportunity,1
Jerry,Moran,R,KS,0.406,Midwest,2022,X,,,,"Under the Biden administration, climate policy has been injected into the regulation of our financial system. As a result, the credibility and apolitical nature of our financial regulators is being steadily eroded.",risk,-1
Jerry,Moran,R,KS,0.406,Midwest,2022,X,,,,"Despite climate alarmists’ claim that physical risks from extreme weather events are a threat to financial stability, numerous studies over the past few decades — including those by FDIC and Federal Reserve staff — have found that extreme weather events do not have a significant negative impact on bank performance.",risk,-1
Jerry,Moran,R,KS,0.406,Midwest,2022,X,,,,the risk of future harm from policymakers not implementing a climate agenda to significantly curb greenhouse gas emissions — is nothing more than a political prediction.,risk,-1
Jim,Banks,R,IN,0.538,Midwest,2019,X,344,98,,"If the Left cared about ‘Climate Change’, they would: -have plan to curb China’s CO2 emissions -support nuclear energy & natural gas -unleash power of markets to invest in R&D Instead they make you late for work, ban plastic straws, want you to eat bugs and not have kids.",risk,-1
Jim,Banks,R,IN,0.538,Midwest,2022,X,196,36,,The Green New Deal is an existential threat!,risk,-1
Jim,Banks,R,IN,0.538,Midwest,2021,X,304,166,,"Billions of $$ to fix “racist” roads/ bridges, free college to illegal immigrants, a climate change militia, small biz owners faced w/$700,000 fines, 87,000 new IRS agents. Just a few of the 42(!!) radical policies in the $3.5T spending bill.",risk,-1
Jim,Justice,R,WV,0.538,South,2022,https://governor.wv.gov/News/press-releases/2022/Pages/Governor-Justice-says-Biden-must-tap-into-West-Virginias-rich-natural-resources-to-make-America-energy-independent-again.aspx,,,,We have a colossal problem in this world right now. Energy has become weaponized.,risk,-1
Jim,Justice,R,WV,0.538,South,2022,https://governor.wv.gov/News/press-releases/2022/Pages/Governor-Justice-says-Biden-must-tap-into-West-Virginias-rich-natural-resources-to-make-America-energy-independent-again.aspx,,,,"Of course we want the most pristine waters and air. But in this day and time, all of the renewable forms of energy that we one day hope to embrace, right now they are just the parsley around the plate. The meat and potatoes are our gas, our oil, and our coal",risk,-1
Jim,Justice,R,WV,0.538,South,2022,https://governor.wv.gov/News/press-releases/2022/Pages/Governor-Justice-says-Biden-must-tap-into-West-Virginias-rich-natural-resources-to-make-America-energy-independent-again.aspx,,,,"God will give us time for the smart people of the world to solve the riddle. If there is truly climate change going on, He will give us time. But right now, there’s a madman on the loose who’s blowing up hospitals. We don’t have time to play games.",risk,-1
Jim,Risch,R,ID,0.549,West,,https://www.risch.senate.gov/public/index.cfm/2024/3/risch-heinrich-introduce-legislation-to-accelerate-adoption-of-geothermal-energy,,,,"Idaho has long utilized the abundant natural geothermal resources just below its surface. With breakthrough technologies underway, there is great potential to scale up production of this clean, reliable energy. The GEO Act will streamline leasing and permitting processes, allowing the responsible and efficient development of traditional and enhanced geothermal resources on our public lands",opportunity,1
Jim,Risch,R,ID,0.549,West,,https://www.crapo.senate.gov/media/newsreleases/crapo-risch-block-sec-emissions-requirement-that-would-burden-farmers-and-ranchers,,,,Climate change activists in the Biden administration continue to put politics over people by forcing excessive emission requirements on industries already weighed down with a deluge of federal regulations. We must remain vigilant and safeguard Idahoans from the progressive climate agenda.,risk,-1
Jim,Risch,R,ID,0.549,West,2023,X,84,24,13100,China should not be America's role model. It's astounding a cabinet member would tout China's environmental policies when it pollutes more than all other developed nations combined. The US can achieve energy independence without communist policies.,risk,-1
John,Barraso,R,WY,0.538,West,2023,X,18,6,1522,"When it comes to climate change, the Chinese Communist Party is playing and the Biden administration for fools. China should NOT get free rides and special treatment through international climate agreements",risk,-1
John,Barraso,R,WY,0.538,West,2021,X,19,6,,Returning to the Paris climate agreement will raise Americans’ energy costs and won’t solve climate change. The Biden administration will set unworkable targets for the United States while China and Russia can continue with business as usual.,risk,-1
John,Barraso,R,WY,0.538,West,2021,X,21,6,,"The Paris Climate Agreement is built on the idea that America is the culprit. In reality, we are the leading driver of innovation to address climate change.",risk,-1
John,Curtis,R,UT,0.538,West,2024,X,37,7,3709,"Natural gas is an affordable, reliable and clean energy source. The irony of President Biden citing climate change to pause LNG exports, despite #natgas being the primary driver of domestic carbon reductions, is astounding. This decision hurts our allies in Europe, empowers China and Russia, and destroys American jobs. We have to make a decision; do we hate emissions? Or do we just hate fossil fuels.",risk,-1
John,Curtis,R,UT,0.538,West,2020,X,84,26,,"For those learning about climate change or struggling to understand if we are contributing to it (we are), the question to ask is, ""Do I want to leave the earth better than I found it?"" ...which we can all agree on. But then what do we do? Stay tuned!",opportunity,1
John,Curtis,R,UT,0.538,West,2019,X,303,96,,"Climate change is no laughing matter, but ' sock game definitely is. Thanks for the great chance to discuss how we can all be better stewards of the earth. #cleanairchallenge",opportunity,1
John,Thune,R,SD,0.414,Midwest,2021,https://www.thune.senate.gov/public/index.cfm/2021/10/thune-democrats-prioritize-radical-climate-agenda-over-addressing-ongoing-energy-crisis,,,,"I’ve been a strong supporter of clean energy innovation, from wind power to biofuels, In 2020, 83 percent of the electricity generated in my state of South Dakota came from renewable sources. But clean-energy policies need to be realistic and practical for each region.",opportunity,1
John,Thune,R,SD,0.414,Midwest,2019,X,1800,613,,"I support – and encourage – the planting of trees, and I have introduced a straightforward bill to rapidly expand tree planting across the country without any federal spending. But I’m fairly sure the federal government cannot afford to spend $3 billion on tree equity.

",opportunity,1
John,Thune,R,SD,0.414,Midwest,2023,https://www.thune.senate.gov/public/index.cfm/environment,,,,"I have a deep appreciation for South Dakota’s clean air and water, and I support clean energy investments that help boost our economy – not cripple it.",opportunity,1
Lisa,Rochester,D,DE,-0.358,Northeast,2023,X,47,12,2552,"Delawareans feel the impact of climate change every day. We need legislation that doesn’t force us backwards, but instead propels us forward towards a cleaner, safer & more sustainable planet. The Strategic Reduction Response Act will push us towards the exact opposite.",opportunity,1
Lisa,Rochester,D,DE,-0.358,Northeast,2023,X,16,3,852,"The climate crisis is here, but I am hopeful for our future. Proud to see my alma mater helping address the need for climate change education in our school.",opportunity,1
Lisa,Rochester,D,DE,-0.358,Northeast,2024,X,12,6,617,"My bipartisan & bicameral BEACH Act will help ensure our coastal ecosystems are prepared to face the impacts of the climate crisis. This week, the Senate passed it unanimously after the House did the same and now, it's on its way to",opportunity,1
Mark ,Rubio,R,FL,0.616,South,2022,X,3100,977,,"While working Americans are struggling with high prices, worried about the border and terrorized by crime the Senate is spending all night voting on a democrat climate change bill",risk,-1
Mark ,Rubio,R,FL,0.616,South,2019,X,566,199,,"Climate change is causing real problems. Real problems deserve real solutions. Many of the proposed 'fixes' for climate change are unrealistic & dangerous. We should choose ‘adaptive solutions' instead,",opportunity,1
Mark ,Rubio,R,FL,0.616,South,2024,X,29,8,2079,"The Biden Administration amplifies support from a Marxist group, which has caused traffic mayhem for hardworking Americans in the name of climate change.",risk,-1
Mark,Warner,D,VA,-0.207,South,2024,X,77,18,11600,"When we negotiated the infrastructure law, we made sure to plan for the next generation of concerns. As climate change makes severe weather worse, we’re gearing up to make simultaneous investments so that our roads, bridges, and ports are ready for the next decade of storms.",opportunity,1
Mark,Warner,D,VA,-0.207,South,2022,X,184,34,,"Lowering costs, expanding access to high-quality health care, and addressing climate change. We have the potential to pass a historic bill next week. I’m looking forward to voting on the Inflation Reduction Act.",opportunity,1
Mark,Warner,D,VA,-0.207,South,2023,X,34,15,13700,"Glad to see the launch of this program to mobilize young people against one of the most pressing issues of our time – climate change. I’m particularly glad that Virginia will be represented by Sophia Kianni, a Vienna, Virginia native!",opportunity,1
Mike,Rounds,R,SD,0.347,Midwest,2022,X,40,18,,Vladimir Putin is the enemy. We cannot continue to fund his war efforts. The Biden administration needs to stop worshiping at the altar of climate change. We must do everything in our power to produce more American energy.,risk,-1
Mike,Rounds,R,SD,0.347,Midwest,2017,https://www.rounds.senate.gov/newsroom/press-releases/rounds-statement-on-presidents-decision-to-exit-paris-climate-agreement,,,,"The Paris Climate Agreement placed costly new energy restrictions on the United States, which would be passed on to consumers in the form of higher electricity prices",risk,-1
Mike,Rounds,R,SD,0.347,Midwest,2019,X,7,2,,"The worst part is, the agreement won’t even have a tangible effect on the environment. Withdrawing from the Paris Climate Agreement is the right move. I wrote about the misguided agreement back in 2017-check it out here:",risk,-1
Pete,Ricketts,R,NE,0.438,Midwest,2024,X,13,2,1941,The Biden administration's extreme climate policies are hurting ag producers. Farmers are the original conservationists – they don't need bureaucrats dictating how they care for their land. I will continue fighting against these senseless policies.,risk,-1
Pete,Ricketts,R,NE,0.438,Midwest,2023,X,8,0,,"Great to see the pavillion and Oceans Pavilion for a second year in a row. Let’s hope for strong actions to address the global climate change crisis, including ocean sustainability.",opportunity,1
Pete,Ricketts,R,NE,0.438,Midwest,2023,X,2,0,197,My second presentation at WCO 2023 was on progress in integrating oceans into the UN climate change process. I was able to promote the great work of the Global Ocean Forum (and other ocean initiatives) and the legacy of Biliana Cicin-Sain.,opportunity,1
Peter,Welch,D,VT,-0.407,Northeast,2024,X,20,4,1287,"Climate change is altering Vermont’s communities. We need more resources in the short term to help us recover from flooding, and bolder climate action in the long term to slow the impacts of climate change.",opportunity,1
Peter,Welch,D,VT,-0.407,Northeast,2024,X,4,1,656,"Climate change is an existential threat, and we have to be innovative to combat its negative impacts. That's why I'm introducing the AIDE Act with , which will support research to harness the power of AI to improve energy efficiency",opportunity,1
Peter,Welch,D,VT,-0.407,Northeast,2024,X,9,2,1099,Big oil and gas companies are exacerbating the devastating effects of climate change. I joined and other environmental leaders to demand the largest polluters pay for their role in harming Vermonters and those around the world.,opportunity,1
Raphael,Warnock,D,GA,-0.409,South,2022,X,402,104,,We can fight climate change AND keep our economy competitive. That's why I'm fighting for clean energy jobs in Georgia!,opportunity,1
Raphael,Warnock,D,GA,-0.409,South,2020,X,7300,1700,,"When it comes to addressing climate change, ecological disaster, and environmental justice, we should be the headlight, not the tail light.",opportunity,1
Raphael,Warnock,D,GA,-0.409,South,2021,X,1000,238,,"On #EarthDay, let us recommit ourselves to addressing the existential threat that is climate change. From floods to coastal erosion & more, we’re already bearing the cost of this coming crisis. But together, with bold action, we can build a stronger economy and a safe country.",opportunity,1
Rick,Scott,R,FL,0.716,South,2022,X,43,19,,"Banks should be aware of climate-associated risk, but that's not what this is about. It's a scare tactic to force banks to dump investments in fossil fuels & industries that don’t fit with 's Green New Deal fantasy. Biden's war on U.S. energy is crushing families.",risk,-1
Rick,Scott,R,FL,0.716,South,,https://www.cleanenergy.org/blog/candidate-rick-scott-on-climate-energy/,,,,"The weather is always changing. We take climate change seriously, but not hysterically. We will not adopt nutty policies that harm our economy or our jobs",risk,-1
Rick,Scott,R,FL,0.716,South,,https://www.cleanenergy.org/blog/candidate-rick-scott-on-climate-energy/,,,,"Who knows what the reason is, but something is changing. Massive storms. Massive storm surge. So we’ve got to figure this out.",opportunity,1
Roger ,Wicker,R,MS,0.38,South,2023,X,31,10,4116,"In the most dangerous moment since World War II, our defense and intelligence community should be focused on deterring threats, not pursuing a divisive “green agenda.”",risk,-1
Roger ,Wicker,R,MS,0.38,South,2022,X,10,2,,"must end his war on American energy. If we do not unleash the strength of this sector by reopening the Keystone Pipeline, reversing drilling bans, and exiting the Paris Climate Agreement, we will no longer be a net energy exporter.",risk,-1
Roger ,Wicker,R,MS,0.38,South,2023,X,13,5,4132,"With its so-called ‘Good Neighbor’ rule, the EPA has decided to discard years of good-faith efforts by states to address emissions concerns, which will have severe impacts on Mississippi. I am working with the to overturn it.",opportunity,1
Ron,Wyden,D,OR,-0.317,West,2019,X,238,105,,"Climate change is real, it's here, it's happening. To kick the carbon habit, Congress must start with transforming the tax code to support clean, renewable energy. Not the dirty relics of yesteryear. That's the case I made today.",opportunity,1
Ron,Wyden,D,OR,-0.317,West,2019,X,160,49,,"Climate change isn’t some distant threat. It’s here, and it’s happening now. Here are just some of the #ClimateCosts we’re facing: Bigger, hotter forest fires More severe weather patterns Flooding Rising sea levels",opportunity,1
Ron,Wyden,D,OR,-0.317,West,2021,X,324,110,,It’s not going to be easy to address the climate crisis. But here’s what’s certain beyond a shadow of a doubt: the cost of doing nothing is trillions more than the cost of a clean energy future.,opportunity,1
Ruben,Gallego,D,AZ,-0.358,West,2017,X,37,16,,Strong action on climate change produces real benefits for our environment & economy. Walking away from the #Paris agreement is a mistake.,opportunity,1
Ruben,Gallego,D,AZ,-0.358,West,2022,X,125,27,,"Every day we are content with inaction, the effects of climate change only get more extreme. Russia's war has only highlighted the economic consequences of a reliance on fossil fuels. Long-term climate change legislation can save our future & make us a more independent economy.",opportunity,1
Ruben,Gallego,D,AZ,-0.358,West,2023,X,164,38,9472,"Proud to have received a 95% score on ' 2022 National Environmental Scorecard! For our kids, I will always fight for action on the climate crisis. We must protect Arizona’s water and create good-paying union jobs while doing it.",opportunity,1
Sheldon,Whitehouse,D,RI,-0.356,Northeast,2024,X,159,62,7439,"People start to realize that climate change is here and now, and dangerous, and headed for a punch in the face to our economy.",opportunity,1
Sheldon,Whitehouse,D,RI,-0.356,Northeast,2024,X,17,12,1428,Nutshell: 85% of 16-25-year-olds worry about climate change; 58% very or extremely worried; 43% report impact on mental health; 73% said likely to vote for candidates who support aggressive climate policy. Yet we still dawdle.,opportunity,1
Sheldon,Whitehouse,D,RI,-0.356,Northeast,2024,X,2000,977,50200,"If we allow climate change to go unchecked, it will ravage our global economy.",opportunity,1
Susan ,Collins,R,ME,0.118,Northeast,2017,X,3000,1300,,Climate change requires a global approach. I'm disappointed in the President's decision to withdraw from the Paris Agreement #mepolitics,opportunity,1
Susan ,Collins,R,ME,0.118,Northeast,2018,X,2000,1400,,"We can't ignore the impact of climate change on our public health, environment, & economy. This should cause all of us, including the Administration, to take a harder look at the consequences of inaction & use what is known about risks to inform policy.",opportunity,1
Susan ,Collins,R,ME,0.118,Northeast,2019,X,202,62,,"Climate change threatens Maine’s natural resources & economy, including our forestry, fishing, agricultural, & tourism industries. We must transcend geographical and partisan lines to address this challenge. Thank you for your support of this bipartisan bill.",opportunity,1
Thom,Tillis,R,NC,0.388,South,2018,X,512,218,,"The 4th National Climate Assessment report serves as a glaring reminder of the long-term risks of climate change. Both parties need to work together to deploy an innovative, market-driven strategy to combat the impacts of climate change.",opportunity,1
Thom,Tillis,R,NC,0.388,South,2020,X,59,31,,"As we work together to rebuild our post-pandemic economy, we can grow clean energy jobs, promote American innovation, and continue to lead on driving down our carbon emissions. #CleanEnergyChampions",opportunity,1
Thom,Tillis,R,NC,0.388,South,,https://www.tillis.senate.gov/climate-change,,,,Thom believes a key to this effort will be addressing climate change through market-based solutions that foster innovation and drive economic growth.,opportunity,1
Tim,Scott,R,SC,0.696,South,2023,X,641,128,27200,"Democrats like to say that climate change is an existential threat to low-income Americans. Having grown up in poverty, I’d argue their radical energy policies are the real danger. Americans deserve affordable and reliable energy. It’s that simple.",risk,-1
Tim,Scott,R,SC,0.696,South,2024,X,562,103,38200,The Biden administration considers climate change the existential threat of our time. How about terrorists entering and roaming our country freely without consequences?,risk,-1
Tim,Scott,R,SC,0.696,South,2023,X,330,71,26700,Bidenomics pushes a radical climate agenda at the expense of hardworking Americans. Our country needs a change.,risk,-1
Tim,Sheehy,R,MT,0.464,West,2023,X,50,11,2890,The latest example of a liberal activist judge trying to legislate radical Green New Deal disastrous policies from the bench. We must fight back and take a strong stand against the climate cult and their job-killing agenda.,risk,-1
Tina,Smith,D,MN,-0.396,Midwest,2024,X,589,98,27200,"Climate change isn’t just a coastal problem – our Great Lakes are at risk too. But we aren’t hopeless. The clean energy transition is coming, and Minnesota is going to lead the way.",opportunity,1
Tina,Smith,D,MN,-0.396,Midwest,2021,X,2400,531,,"Let’s be clear: the Build Back Better budget must meaningfully address climate change. I’m open to different approaches, but I cannot support a bill that won’t get us where we need to be on emissions. There are 50 Democratic senators. Every one of us is needed get this passed.",opportunity,1
Tina,Smith,D,MN,-0.396,Midwest,2023,X,78,23,12500,One of my Republican colleagues said climate change is ‘beneficial’ because it’ll be less cold in parts of the country. Complete bull.,opportunity,1
Todd,Young,R,IN,0.483,Midwest,,https://www.young.senate.gov/newsroom/press-releases/young-and-braun-join-bipartisan-climate-legislation-to-support-global-trillion-trees-initiative/,,,,"I have long held the position that we can protect our environment without harming our economy, and this legislation is one example of the type of action we can take to reduce emissions and protect our natural resources while creating new economic opportunities",opportunity,1
Tommy,Tuberville,R,AL,0.936,South,2024,X,47,10,1720,The Biden-Harris admin has prioritized climate change activists over the American people time and time again. We should be cutting burdensome government red tape and supporting fossil fuel energy production to keep prices LOW and capacity HIGH.,risk,-1
Tommy,Tuberville,R,AL,0.936,South,2024,X,483,162,12900,"This clown is blaming the problems farmers are facing on “climate change.” Farmers are struggling because of high input costs, low commodity prices, and over regulation CAUSED BY DEMOCRATS. Look in the mirror.",risk,-1
Tommy,Tuberville,R,AL,0.936,South,2024,X,194,40,6422,Senate Democrats care more about climate change and welfare than helping our farmers. We will never get a Farm Bill done with this mindset.,risk,-1
Tommy,Cotton,R,AR,0.652,West,2023,X,621,143,34400,Absolutely pathetic. The CCP knows how to play the climate change card to fool gullible liberals.,risk,-1
Tommy,Cotton,R,AR,0.652,West,2021,X,189,41,,Solve climate change to stop the border crisis? Better idea: secure the border.,risk,-1
Tommy,Cotton,R,AR,0.652,West,2021,X,2800,976,,"To John Kerry, global warming is an existential threat that means hundreds of thousands of Americans must lose their jobs. But it's not quite serious enough to put away his private jets. What a fraud.",risk,-1
Ben,Lujan,D,NM,-0.367,West,2019,X,58,16,,"As we address our climate crisis, we must listen to those who will be impacted most. Today, I was honored to speak with Harlan Quintana, a student from the Santa Fe Indian School, about how climate change impacts his community.",opportunity,1
Ben,Lujan,D,NM,-0.367,West,2019,X,21,15,,"Climate change is here, and it’s threatening the security of our nation. We must take action, which is why I’m proud to introduce legislation with to move the U.S. to net-zero emissions and combat the climate crisis.",opportunity,1
Ben,Lujan,D,NM,-0.367,West,2022,X,137,36,,New Mexicans and all Americans know the impacts of climate change because they deal with them everyday. It's why I won’t stop fighting to pass meaningful climate action legislation.,opportunity,1
Cynthia,Lummis,R,WY,0.675,West,2023,X,38,3,2450,"You should be FREE to vote with your feet / $$$. A fear of free markets, sound money, and a distrust of Americans is fueling this. In this case, climate change is merely the excuse to increase control over consumer behavior via taxation.",risk,-1
Cynthia,Lummis,R,WY,0.675,West,2024,X,393,33,35500,"When climate extremists came to our doorstep, Wyoming slammed the door. It is clear Green New Deal energy policies aren’t welcome in the Cowboy State.",risk,-1
Cynthia,Lummis,R,WY,0.675,West,2024,X,452,57,11800,"Friendly reminder: the Biden-Harris administration has launched a full-scale assault on American energy, costing members of Wyoming’s energy industry their jobs and forcing Wyoming families to pay more at the pump all in the name of appealing to its radical climate change base.",risk,-1
Edward,Markey,D,MA,-0.503,Northeast,2024,X,109,37,5411,"and I are at COP29 because just like climate change won’t be solved by any one president, climate action won’t be stopped by any one president. We have to keep fighting for bold climate action on a global scale.",opportunity,1
Edward,Markey,D,MA,-0.503,Northeast,2024,X,26,5,2243,"It was an honor to meet with , Australia’s minister for climate change and energy. Our efforts to innovate and collaborate on climate action won’t stop—we're working together across the planet to protect it.",opportunity,1
Edward,Markey,D,MA,-0.503,Northeast,2024,X,17,3,3760,Trump denies climate change but he can’t deny the Inflation Reduction Act is a massive job creator and money saver in red and blue states.,opportunity,1
Angela,Alsobrooks,D,MD,-0.354,Northeast,2024,X,410,185,27K,"We have a climate crisis impacting our nation. As your next Senator, I am committed to expanding tax credits for clean energy and ensure that our country fulfills its obligations to international efforts in combating climate change. The time is now for action.",opportunity,1
Angela,Alsobrooks,D,MD,-0.354,Northeast,2024,X,111,,4636,"The climate crisis has impacted far too many Marylanders in our state. As Maryland’s next Senator, I will work to ensure our children have access to clean drinking water, our families can breathe clean air, and that our state is left better off than how we found it for the next generation of Marylanders.",opportunity,1
Angela,Alsobrooks,D,MD,-0.354,Northeast,2024,X,104,,5604,"The climate crisis has reached our front doorsteps here in Maryland. Passing the Inflation Reduction Act was a good start, but it cannot be the end. We need to continue fighting to protect our natural environment from global warming and climate change.",opportunity,1
Andy,Kim,D,NJ,-0.354,Northeast,2024,X,32,,3457,"New Jersey knows the impact of climate change and the devastation of severe weather all too well. We need to step up with organizations like for climate action that will protect the safety, security, and health of communities for generations to come.",opportunity,1
Andy,Kim,D,NJ,-0.354,Northeast,,https://kim.house.gov/issues/energy-and-environment,,,,"I believe climate change is a national security crisis. That’s why I’m proud to have been a part of helping to enact the largest investment in tackling climate change and reducing greenhouse gas emissions in history. It’s unacceptable that we still have families and communities across Burlington, Mercer and Monmouth Counties that are struggling to recover from Superstorm Sandy as well as people recovering from more recent severe weather and flooding. I’m committed to not only working to improve the health of our planet and curb climate change, but also ensuring we are prepared to handle the impact. Listening to local leaders and working across the aisle, I’ve helped introduce bills to make our communities more resilient in the face of these storms, and ensure that our families aren’t left behind after the storm passes.",opportunity,1
Andy,Kim,D,NJ,-0.354,Northeast,,X,35,,2781,"For two years, the Inflation Reduction Act has secured savings for seniors, lowered everyday costs for American families, and taken historic steps to combat climate change. We are proud of its progress and hard at work to make sure it continues to deliver for New Jerseyans.",opportunity,1